Date,AAPL,AMZN,BAC,CSCO,DIS,GOOGL,HD,INTC,JPM,KO,META,MSFT,NVDA,ORCL,PEP,PG,TSLA,UNH,V,XOM
2024-01-02,-0.0014151222585146507,0.0010494220720256298,0.004687800396311448,0.002087245963581552,-0.0007974744181080517,0.002463223072650872,0.003889414670956154,0.004738300603654905,0.0046714609993301235,0.0010285140385412062,0.0033187934298713915,-0.0004464373863709181,0.0016472910569304833,-0.005397259192166043,0.0012890766169517953,-0.0012198135170683078,0.0021795784599762556,-0.0006693263392798965,0.0004924537424481734,-0.00022710948196051351
2024-01-03,-0.0013162719244877886,0.0013072778206994374,0.004368178207380719,0.002909576508095285,2.850476861389062e-05,0.0037167305503429116,0.0022129173905633738,0.0055427208491759476,0.004086917638022797,0.0012052126257430906,0.003794877361611709,0.0002340996076133417,0.002367322416843576,-0.005577102725314559,0.0011672764612798369,-0.0013258365023318785,0.0008532962472924954,-0.0005222997505889948,0.0007124452394467462,0.0004648455582172251
2024-01-04,-0.0030044523585633478,-0.0007103450785159726,0.0051601410196606915,0.0026087917403079808,9.682085929368366e-05,0.0021408473508120196,0.0023419362794688038,0.005859114059274001,0.004425047376634206,0.0009616083227470762,0.0044498293369126364,-0.000582594415534482,0.0016535638088885584,-0.004973845562623041,0.0010941238925232522,0.0006908407886229373,7.781767559727481e-05,-0.0003901652822658197,0.000994942272584154,0.001000276941542183
2024-01-05,-0.0029207332489618876,0.0003247530211801908,0.006173860282658578,0.0028587093539058084,-0.0001064621293814072,0.0022691481003402846,0.0025809115109914236,0.006655730280232558,0.005201321135951803,0.0009374525558001834,0.005277510158551546,-0.00010912096642107794,0.003939797564975011,-0.0038141970215489263,0.00048441898369900314,0.00031459374856827036,-0.00015078528617749055,-0.0010608753243916858,0.0010732034718420546,0.0018138538606186417
2024-01-08,-0.0022189583880312612,0.0008370920389703662,0.005568852366084243,0.0026410475825355494,-0.00021341589062889298,0.0007575350943496651,0.0032992322645392647,0.0072530472892084865,0.0049752302744748515,0.0011866850212690684,0.004791160821772333,0.0005429745578360678,0.005952820978426665,-0.00324973715033926,0.0005496485506730486,0.0007964850995275275,-0.00021064685974452323,-0.001026258008751424,0.0013210927446938193,0.0013288612887086605
2024-01-09,-0.0027027488731999503,0.001414501156880521,0.004303853173628719,0.0019717338442164336,-0.0016584268949555003,0.002225787599581891,0.0030032059483602936,0.006187813042149476,0.004028230659228471,0.0012058501879929184,0.00367661987652067,0.0002476567220861814,0.005825099424140323,-0.0040696161017145125,0.0005075298792795834,0.001462357626760502,-0.0015995336183839194,-0.0009906404871339203,0.0014871754723637498,0.00013548949320102421
2024-01-10,-0.001772813731972106,0.0027129733008245728,0.004436902851802443,0.0012585033052083638,-0.001536333872790585,0.0033272665129935653,0.0037912656899916353,0.0034297198312589205,0.0039507521717139,0.0010056765509366627,0.006623219071853181,0.0015678387665035431,0.007888746897819904,-0.004404368645317213,-0.00021307429093586072,0.0014458887049060066,-0.0009758793856350423,-0.0005045657817621119,0.0015682205933309989,-0.0003913020906757991
2024-01-11,-0.0023299536346217562,0.002639648524268845,0.00394553931868401,0.001518285056213392,-0.000833944542238596,0.003545830187425314,0.0034712360303879473,0.004170072146887726,0.003293995172434666,0.00035994170945224946,0.005141043461607031,0.0013960451959982578,0.007218458866396276,0.0022236553775127343,-0.0006433639482826048,0.0015948151190001813,-0.0018427762484000188,-0.0005024522435851276,0.0008755160215634216,0.0003865624897719022
2024-01-12,-0.003075611963524566,0.0019981339905554563,0.0013031287658072156,0.0010542686335337115,-0.001297158149998412,0.003727554315380377,0.0018256141699498352,0.0030225762579386473,0.002758794097208772,0.0004156659598411383,0.005715178143775812,0.0018965642220643009,0.006664117857628033,0.002015762418444278,-0.0013508920161532823,0.0007202451969691604,-0.004156794020156557,-0.0024872862012774778,0.00035880311218379756,0.0005915455345159026
2024-01-16,-0.003729351763203653,0.0020030332311142427,-0.002698501591134195,0.0015541475099521862,-0.00040083253336454795,0.003909086321242589,0.000983443201992712,0.00227460179204893,0.0015356825717403378,0.0008270185190361156,0.0050110828899080865,0.0032554735252954548,0.007919760770753398,0.0033027843419063453,-0.0005867539443923708,0.0017704736448618363,-0.0063810708339472385,-0.0013684018357270511,0.0012568767789195023,-0.0018835421946922892
2024-01-17,-0.0038517426008807475,0.0006647961371118449,-0.0026957491673178678,0.0008326593445564356,-0.0016015593563451559,0.003301040966375968,0.0002913618178338684,0.0001275840560533259,0.0008897470105079297,0.0011996574652414216,0.004872280770452847,0.00249710582259422,0.0070695751469694364,0.001736747499975827,-0.0001340352247465759,0.0020624787168963985,-0.007860335578642286,-0.0005187616535038741,0.0016541800327389057,-0.001912222836822236
2024-01-18,-0.0017980472632193657,-0.00011220684474702036,-0.002552828384973499,0.0009090041330272081,-0.00024558732127268333,0.0028048114490987985,0.0010511838455449062,0.0013748442190160358,0.0006858744886420077,0.0009829668156799754,0.0044774625451572125,0.0028030298928670427,0.006795807491664701,0.001990161772088822,-0.00048660062543285363,0.0010066571374460376,-0.008431567208329244,-0.0009076754644005592,0.0018714446419181296,-0.002376675740361328
2024-01-19,-0.0012894017280325187,0.0005780128353842062,-0.001900337777227773,0.0014810296510441578,-0.00036082651108934605,0.003502441945374568,0.0015016555348350725,0.001821686797860056,0.0008812242156938821,0.0008696629338931616,0.004617727970123225,0.003330522215395165,0.009355394060524009,0.0018411113255759116,-0.0006181589196260495,0.0008142676978006802,-0.00937793065531171,-0.0019068870498469004,0.0020726125374417315,-0.0029583311841082927
2024-01-22,-0.0001455453555954833,0.0009407114467509137,-0.0005974415415003487,0.0021522432694273176,0.0021404516078108505,0.002750872738527016,0.0011967791015086715,0.0028587991323602846,0.001386473539798333,0.0016892669614687495,0.004554084947744469,0.003413273575741521,0.010997300823462652,0.0030253906252316167,-0.00014741650109860173,0.0016856114377775734,-0.00821733036444553,-0.00019676739004316214,0.0026818556950599427,-0.002190344990096327
2024-01-23,0.0002256184148243301,0.0007759382038036999,-0.0005930383075027967,0.0024368585270483356,0.0010406842048009735,0.002358697705422591,0.00032387634190017556,0.002111218705666623,0.0007720724015256974,0.0015944834304477018,0.004313439514439349,0.003320714180811507,0.010267350988237944,0.0029901094034355926,0.00023248584299054298,0.003633526829293626,-0.009624948300529467,-0.0003329770204154703,0.002220348494049884,-0.0018545539865957527
2024-01-24,0.00032879108563216297,0.0011848411049233342,-0.0006189878629185685,0.0016098070907176187,0.0014400801203733715,0.002542168590922772,-0.00012200578446432963,0.0013387003103864036,0.0012487035993917262,0.0005246591493392405,0.005126192076105612,0.003640266136447895,0.0116741063249311,0.003938349279204012,-0.0005885815619043999,0.0026760206120319263,-0.009553064975080955,-0.0005964381771660588,0.0025060783720982026,-0.001079990823024468
2024-01-25,0.0003860088794912564,0.001468586934761229,-0.0006405434089530926,0.002414107478411809,0.0022058085131283767,0.0035974652752264026,0.0003074618706067955,-0.0007969341676562991,0.0016685414540056065,0.0005310790373988017,0.005239833763340934,0.00391650028342509,0.011422135448139192,0.004244861693463342,-0.0006505933566165134,0.00359926534636984,-0.016421522934477246,-0.0025014178506558905,0.0025415334321247816,7.724439099286995e-05
2024-01-26,-9.053103825414355e-05,0.0019256338320931322,-0.0005511229841268616,0.0020734534865929797,0.002782710109256631,0.004109152018747964,0.0010359609208815512,-0.007007941958522124,0.0011778329576697833,0.0005804939498306016,0.004939186082993335,0.003879142200566915,0.010806602097594936,0.004206046483080206,-0.0004202314983730138,0.0037252438799633913,-0.017192902427910467,-0.0017736766571409713,0.0017293724836880242,0.0007381483263233845
2024-01-29,-0.00038113623160439535,0.002585036429748755,-0.0003409852105557776,0.002177647029129892,0.003888468305820397,0.0045926719295671155,0.001260108702392604,-0.006425842936917242,0.0010427739122470692,0.0008496036949425856,0.00574348680328603,0.004434124359571562,0.011875173917278586,0.0036715715710007035,-0.00033090569878091447,0.0038446191051952515,-0.013517692257507674,-0.0018423297552254748,0.0025129358571468084,0.0015242541271387523
2024-01-30,-0.0010722207171039388,0.0023537295021576698,0.0017243509710020033,0.0020902251784839674,0.003667230477746869,0.004117499446274364,0.001573495254699242,-0.007336196792997923,0.0021262338005321848,0.0008387261685334713,0.006232187762863795,0.004194962415692222,0.012122506274453021,0.004237671679398513,-2.6620853202541372e-05,0.003992545836289468,-0.012416660274530955,-0.0020840473328198493,0.00316017930290981,0.002462954402957318
2024-01-31,-0.00025077270262497954,0.0018202084994013324,0.00026178230777106906,0.00012844411869208371,0.002975593913125607,0.0009114061998605538,0.001205912412910587,-0.004711990861189902,0.0010024368507232872,-0.00025864377866112177,0.00607584512596176,0.003535082832204556,0.012496335649132374,0.0038099587014575552,-0.0012517195189352237,0.0031307690655209717,-0.013526776182797361,-0.002499172977530273,0.0027426251941238045,0.00029989299762210874
2024-02-01,0.0007906385671613003,0.003621533162800311,0.0001312348054996082,-0.0002606223990041068,0.002983222182155909,0.0010182991517932115,0.0032012878829777436,-0.0036024991221967396,0.001039699956563994,0.0008766531496767038,0.00693328108822755,0.004351198252698562,0.01433710438120182,0.006293166942354817,-0.0003228137503118678,0.004082427839961827,-0.011100955621171082,-0.0031979968524903425,0.0036079983906772695,-0.00032444824622701596
2024-02-02,0.0011554032680416216,0.008868252351598665,-0.000390590174315153,0.00016503474677349584,0.0036139421129252726,0.0023610319623858177,0.002758140228350925,-0.004287600771771022,0.0009956934958575913,0.0006826485276080707,0.01670744962797238,0.005631372450747174,0.0163716209815195,0.0063422518179961865,-0.00010750644082198613,0.003466086433408905,-0.011243425435390742,-0.0032060414833953556,0.0033155441319637213,-9.359171572898562e-05
2024-02-05,0.001848366953853775,0.008200002609492612,-0.002039626278361073,-0.000512546030015465,0.0031791231755880834,0.0030595124246281915,0.001823239664576215,-0.004109405786606607,0.0006790219684580268,0.0003450032958864646,0.014371689757026056,0.004979933115308944,0.017623993149972733,0.0065331007626543034,0.0006156017816092874,0.003917781420967009,-0.012973646615186763,-0.003181437302046669,0.003011504673885379,-0.00045101297259350637
2024-02-06,0.0010712124744380325,0.0065306108802537285,-0.0015717380010902115,-0.00040722910998238214,0.00418734992106794,0.002060000454853822,0.0012519855796555123,-0.005661486133665866,0.0009234946403968214,-0.00010696961412645645,0.012908001893881587,0.0040166354369981176,0.013610182214452992,0.005125496361607862,0.0007115547146142708,0.0037240642256019473,-0.012481174291132002,-0.002334949436314848,0.002676878959002127,0.0007267315735975278
2024-02-07,0.0012134461372758643,0.006177303945348933,-0.0005841108481713042,-7.232700909439726e-05,0.005138572820330617,0.0017997924732149507,0.002405898261767675,-0.005201892489390009,0.0014130309512892457,2.624230015789153e-05,0.014714538177324593,0.004925358270637925,0.014136325795677218,0.0064718548867152784,0.001299734715601203,0.0035692663086665686,-0.010669659843552082,-0.0016535796180740415,0.00300156371163931,0.0013313635224138642
2024-02-08,0.0006421457669733343,0.005195445751566247,-0.0006299271562107023,-0.00022209095287666346,0.011099905172212071,0.0014551114304257318,0.0010154994133294182,-0.004925608176952106,0.001128002394005917,-0.0002737859832191381,0.012934067266133992,0.004003899503695863,0.012671140787204022,0.005886092489474065,0.0020685085572574257,0.003204101240670626,-0.009924827045799629,-0.0015183881967663349,0.002214005556687065,0.002678977412818423
2024-02-09,0.0010079679020812637,0.006081000557098898,-3.577318328034096e-05,-0.0002409506127667216,0.010037808858652691,0.002584261874319621,0.0009749778659638664,-0.004151727627954011,0.0013985645315031103,-0.0001754973521323977,0.012840964388362014,0.004538500905199106,0.014026103444845279,0.005459991406942105,0.0005277472798755067,0.002629497316380025,-0.0074308459036478815,-0.0018878917229751212,0.002432008105520983,0.0016311203002582542
2024-02-12,0.0004689650887994501,0.005656677406349353,0.001323710915725218,-0.00028145848229401137,0.009949908657814394,0.0018903899930538149,0.001406653864387114,-0.0027747497364989217,0.0019884106030840175,-0.000542847717723588,0.01227343101428699,0.0034103757539426295,0.014207957910261198,0.0042437101698061305,0.0010613750565670432,0.002501139585149964,-0.00700299724813318,-0.0002604483966822557,0.002159502924778267,0.001670314030431358
2024-02-13,0.0005210960060417991,0.005055341290188575,0.0010664179208437097,-0.000879846916688204,0.008990984515580053,0.0011364576187348706,-5.1076606812128225e-05,-0.003699048759492124,0.0018667406312663614,-0.0005047990002671199,0.012275790610461352,0.002102265785789198,0.012596864278502701,0.0033254643775221414,0.000883188371082666,0.002502740061070158,-0.008328321871700017,-0.00011049915670686694,0.002091501151077002,0.0023704264971290746
2024-02-14,0.0005392878637033638,0.006222485968998598,0.0021446953882060804,5.1409583273476225e-05,0.010945113737746325,0.0017699745776148302,0.00041924477998283585,-0.001443347259771971,0.0026424771777008027,-0.0005553504834768186,0.01358202749289899,0.002688032219000763,0.014116977492031984,0.0036462502944560604,0.00039928000582274415,0.002247899519993557,-0.006062688478044115,-0.0006594136899297776,0.0021467118317681,0.0024871326237843995
2024-02-15,-0.0011679790436162241,0.005287479406822981,0.003673410082955869,-0.001609103713523702,0.010309019524707896,-2.6493017325923684e-05,0.0005077865073659871,-0.002339915843862317,0.0036344670128384106,-0.0006042631769635209,0.013664432697282708,0.0017653980123052138,0.01233647274263704,0.0019321750396330607,0.00028146922129472783,0.0029795108975874617,-0.0021007880388395793,0.0005408026778853048,0.0024796446760404823,0.004012898449741481
2024-02-16,-0.0023661528974158797,0.004602734968991817,0.0029306227502206407,-0.002753298297271378,0.009470175018130505,-0.00182506887844055,5.3578086113642565e-05,-0.004461197308090687,0.0025378562811568086,-0.0003384130593792556,0.011585038364023543,0.0008486037503530663,0.010218192412234517,0.0008342792957714673,0.00023849931556186866,0.003331126817294744,-0.002298661460135193,0.0018426736745038419,0.0015343515428124343,0.003935430876821172
2024-02-20,-0.0031800087395629896,0.00406621422741762,0.0022278607067400423,-0.00321103164008274,0.007417114519473472,-0.0014783709455660932,0.0008730838576790079,-0.0033732365493647277,0.0027920756356923705,0.0009817534426604547,0.011636944682768591,0.0009623496161204115,0.007904606660963692,-0.0006464613031326672,0.0011410220866813591,0.003550296219129373,-0.003047736833893461,0.000859364499619919,0.0008668851822145995,0.003530096557201329
2024-02-21,-0.003303373974952439,0.004117521591257334,0.0015071080866084995,-0.0031881123172083693,0.00729733868008337,-0.00133129947557023,0.0019166790787269073,-0.005247210527364804,0.0034467574276420554,0.0011915414662301005,0.010847394747552568,0.0005852505847411093,0.006295593158017076,-0.0015658152601564224,0.0004282348470228181,0.002076954000885617,-0.002868519343531245,0.0007000810269127689,0.0011484057501922218,0.0039890787089821465
2024-02-22,-0.0025669834096907875,0.005621624425467708,0.001053160245568513,-0.002660590788033024,0.0074273813147446134,-0.0013556166517523615,0.003407025404725733,-0.006015356537803274,0.0035997618558949894,0.0019033561729509484,0.012067122448474094,0.0013038257284262167,0.013252565227208236,-0.0013571444347310723,0.000864918171482787,0.0027308076053193854,-0.0018776103173670845,0.0013561331478422756,0.0023393513433930535,0.00308312968952959
2024-02-23,-0.0029838481716789656,0.005458561556906305,0.0008927331530422078,-0.0033560069790182444,0.0067465551290878225,-0.002466626624820295,0.0029577751212471804,-0.006472257690154326,0.003135497193448078,0.0017320532181283432,0.011533754285280839,0.0008577864125378365,0.013222406901065464,-0.0012355735555004909,0.0009762496914656916,0.0017267647757024719,0.0028071925905090167,0.0033582908910262223,0.0021362177779203793,0.0013739549549919017
2024-02-26,-0.0029057771765949704,0.004950038978352944,0.00037589881528989343,-0.003645196263715994,0.006455164942924907,-0.0047913516614250026,0.0022925289613593912,-0.0005186730330913492,0.0031551013601808344,0.0011542330162518711,0.011175111357843609,0.0006327044873000564,0.013872380942674895,-0.001516740858885679,0.00019094311775298413,0.001308189977292945,0.0045726481184361675,0.002183104430742172,0.0030897235128268473,0.001145434412654206
2024-02-27,-0.00232076706736834,0.003937064593974598,0.001103387314055776,-0.0038820225192723046,0.006146289399073424,-0.004748894648817193,0.002769066825930061,-0.0010387139866653294,0.003049056171273912,0.0005463269715290653,0.010853450084812583,-9.137230887443782e-05,0.01245037682265424,-0.0009438384216450879,7.485273504420075e-05,0.0010146786613790648,0.002559900869651649,0.0009173062305952329,0.0018498657365061844,0.00097681770606447
2024-02-28,-0.0016897433193369393,0.004528312792487521,-0.0006082764820777242,-0.004092966600951503,0.007058969832671213,-0.004981246489738206,0.002845190858441865,-0.0008553382593452175,0.002277795497630253,0.0004537407625346823,0.01066208868512541,7.597518076827293e-05,0.011543584633747068,-0.0009893924179435408,-0.0006982406485427084,0.0008242370362013362,0.0029653417711549114,-0.00046494848760308407,0.0016465899931352613,0.0002823043055911856
2024-02-29,-0.0009065193252441762,0.006762780679548058,0.0011731410805288778,-0.001798774030563366,0.007870006146705827,-0.0004685084217362134,0.0038220952208425974,0.00022046763188637852,0.003275159873289424,0.0004814017587463637,0.012533070606120045,0.002149279220789341,0.013469717712667745,8.804327599765683e-05,-0.0005051404350907729,0.0005885922532876953,0.0040479373436721035,-0.0017417315955617796,0.0018249625643599388,0.0013509749188020837
2024-03-01,-0.0018750734709426509,0.00586133835020129,0.0016031715746655795,-0.0017677578952190686,0.007510042927905597,-0.0013234809269705994,0.0033193598515310063,0.0007898006453223138,0.003248906806844626,-0.001179108105787008,0.013179926098401674,0.0015944026290913905,0.014252319193678514,-0.000686182640940719,-0.001672420720440132,-8.882452483346403e-05,0.0038170285412381655,-0.0017045668036522964,0.0012234744228302118,0.0021866894724861473
2024-03-04,-0.002873872189105603,0.001748460552371156,0.0028868837788472825,-0.001013629600342858,0.008251111188646493,-0.003137408978444378,0.0031830958920648633,0.0037086349566566148,0.0033361873040656685,-0.0005831533057720328,0.00261198081004409,0.0006033039352130564,0.013564416831218524,-0.0006756578833835791,-0.0012228972916492387,0.0004770398327993752,0.0004907633847975546,-0.002791606864402385,0.0007356183120711457,0.0016926281932430954
2024-03-05,-0.004788246740524293,0.0012107785945331296,0.003945340248193463,-0.0005292195667389365,0.008137576929351936,-0.0038489104205291003,0.0032232432566680624,0.000823294623521087,0.003902864020727892,-0.00041264275243654835,0.0034521294627544606,-0.0001980427320244893,0.011596032645245452,-0.002302452149064277,-0.0022151135201778083,0.00036387414170743206,0.00034682705806213796,-0.002983980079356169,0.0008192673215848045,0.0025118259009197065
2024-03-06,-0.005513752626920021,0.0013761684002572606,0.0039119498314523216,-0.0007791532970229497,0.005527016908342036,-0.0044736940757384045,0.0032317827588165815,0.002275847111739815,0.003990820617762325,-0.0003041555340793034,0.004561267080364606,-0.00024784677997368164,0.01398716240472948,-0.0012347752171242288,-0.0020651442437078227,0.0002053099636240341,-0.001930720936032393,-0.003808574188598346,0.0007930837666413892,0.002702008428405678
2024-03-07,-0.0055782872606706,0.0019220842170032837,0.003996523148045749,-0.0008436370690636019,0.005657072810538372,-0.003839411237296414,0.002210005706631696,0.004071342079688045,0.0034586585966149275,-0.0004382346738093901,0.004548890390600036,-0.0004266991340545312,0.014849578421550446,-0.001078113337598774,-0.0020460015948781164,0.00048397601696842374,-0.0020030294439975617,-0.004008518003124406,-6.895820745898562e-05,0.0029976570387234445
2024-03-08,-0.004778728589570546,0.0017087180906063704,0.004044837207233781,-0.00041096645460106385,-2.8840259927104263e-05,-0.003583278156685682,0.00164310676363682,0.0020692312876827877,0.0037313670370051955,-0.00023757921656588631,0.0038960818186570155,-0.0007907871354957575,0.012402408402253734,-0.0017519926149666687,-0.002758385651770001,0.0005507641976917998,-0.0034571948517934936,-0.004110516940910747,0.000804915072753376,0.0026119973576309353
2024-03-11,-0.004391835166921066,-0.0006150797426221321,0.004527631520992076,0.00013613116953601901,0.0018455831894614804,-0.0038076476090526277,0.0014763744007881218,0.002093563320762398,0.0036898983949995023,0.0005928960650114945,0.0018874434120423722,-0.0017776090959670087,0.009611254147495923,-0.0009743172814007717,-0.0004658161944322059,0.0013094686639235464,-0.003821968329819553,-0.002610876315144345,0.0007799052451310073,0.003965247146853396
2024-03-12,-0.003802817640324546,0.0009870010438796152,0.00379357452426205,0.0001264195394515666,0.001497188841848035,-0.003012930938984365,0.0015661547044761247,0.001685890277930352,0.003878654963600137,0.0006911753309969071,0.0034738980234141847,0.00018130418030948837,0.013110145436261805,0.0052435015097623714,-0.0014002014485549551,0.001525525734956057,-0.00248148474908273,-0.00253447312586077,0.0016247055580495607,0.0029563939493509107
2024-03-13,-0.003845213897575794,0.002394001492349679,0.005254311314982912,0.00051643391847635,0.0009797079847615852,-0.0017372143755114255,0.003235600712674369,0.0004523635600876541,0.004719440905697864,0.0014966980579966594,0.003991923200964758,0.001236070168650527,0.012635593739270312,0.005383909181515739,-0.0006622642315222748,0.0019071108506777679,-0.0036590652474964734,-0.002596105868959353,0.0017050426995142086,0.003945363991175205
2024-03-14,-0.0030583664241246645,0.002320403469367377,0.004133690828277664,-0.00044749512534005833,0.0002862363231408427,-0.0008288746798410351,0.0026553287615394493,-0.0012960362263880199,0.0033206771834828563,0.001435933316186505,0.002184519099576049,0.001971781187556454,0.009787652808526299,0.005132792859408403,-0.0004168865685614365,0.0018654272083193312,-0.006992622709947794,-0.002502361721609503,0.0016104829995778169,0.005077662389284682
2024-03-15,-0.0030894698993116755,0.0014542816115665548,0.0023227751751196957,-9.792899720251769e-05,-0.0001617340915835319,-0.0004136794064405869,0.0019857345778602877,-0.0012662893790613694,0.00284973370487982,0.0008307700095306735,0.00026299407554162266,0.0012947831939028541,0.010567147763350954,0.005784422953511487,-0.0005547822692682392,0.0013849185639344453,-0.00977397996232009,-0.0026973494187317202,0.00040608537573345036,0.003554980079215192
2024-03-18,-0.002349326515343303,0.0015568778707827358,0.0031406329511195485,0.0008813959329363463,0.0010648059063274873,0.002676325213767666,0.0016330429529855528,-0.000571267117162072,0.0037033150486639023,0.0010479344858162487,0.0026996258057078283,0.0017103009072822971,0.010949905461674032,0.007336251229438473,0.0019080519677454222,0.0011730185656169622,-0.006522160478317884,-0.003145714610723527,0.0011917949453991272,0.00401782223999037
2024-03-19,-0.0014643779762394393,0.002680570520333442,0.003359073749831709,0.0009146153787769728,0.0023223931325045467,0.0022427700836439913,0.0026110005521145286,-0.0025045722313906506,0.00380107649039878,2.8205186089469424e-05,0.002791028800366341,0.002357485748518079,0.013659534368834325,0.009164764256591157,0.0013652710889039022,0.0010478684492793045,-0.0056877353822252395,-0.002455059761951944,0.002207330843536237,0.0048419374633258735
2024-03-20,-0.0009382105759666581,0.002868260788439042,0.004741044098624097,0.0011246642005915963,0.00398251942428735,0.0023176032519694524,0.003054779965057719,-0.0011469603026463104,0.0041309454275588854,1.5077528571627585e-05,0.0040676986868497965,0.00288644833255694,0.01562973885181019,0.00931781795968748,0.0013293579168362768,0.0005011455059279413,-0.00468173520608019,-0.002450143602860616,0.0022505748409148542,0.0037758273407560105
2024-03-21,-0.0035432801763455755,0.0010917599214603168,0.005908589502180384,0.0013648429762296078,0.004099487219130271,0.001394237327973369,0.003468206771168192,-0.00032269340554983426,0.0042264156828799694,-0.00014188983090749341,0.0023556219697151493,0.0021959112194238684,0.008017429446738195,0.007911342222086587,0.0016727710778284889,0.00041113623222979734,-0.006167836241805752,-0.0031410554599167915,0.0011761303976559833,0.004039998600085981
2024-03-22,-0.002776068275592647,0.0011764114485078247,0.004834251536787276,0.0009660597997524945,0.0036974286513483112,0.0025131961660493805,0.0027622493827174077,-0.00015752012753047495,0.0033622568629990803,-0.000166236867304681,0.002750830388297415,0.002281673305636722,0.009400480902540882,0.00701512820872674,0.0011469233886842178,0.00020299296981972635,-0.005365737694352701,-0.0033760700149061186,-2.1728565508094545e-05,0.004479101158947141
2024-03-25,-0.0028185282576418057,0.001485514846023922,0.005034786330164009,0.001336349878332327,0.005231265826818682,0.004500404749133819,0.0019433145678567298,-0.0010266769488930904,0.0030757314379046496,0.0001597025789007056,0.0023437159896545767,0.0019371153471582248,0.009604110608837074,0.006783754906720024,0.0017105490211350328,-1.7020220250407724e-07,-0.006774093546797177,-0.0036214758201127684,-0.00048054526762909556,0.0047927501199353075
2024-03-26,-0.0035578626052777283,0.0014337412272861284,0.004350064109446883,0.0012984892275249404,0.004662090986299322,0.004224201951752366,0.0009437360636095516,-0.0005330301633386381,0.003284735225251434,0.0005803217392033988,0.001083879262345233,0.0018014016925163134,0.008566596795034359,0.006753685832756923,0.0017779289290611178,0.00039930894611245327,-0.005397074789966816,-0.0018271415656523847,-0.00041656632367131907,0.0045232092428895585
2024-03-27,-0.002165968801281298,0.0019722748966298055,0.005276913802276484,0.0017792384217715119,0.004469246007525601,0.00519062647062134,0.0014551767925956639,0.0024524187364343975,0.00399943520706183,0.0009352917100524938,0.0011902489528576754,0.0017458660118477743,0.007977692976278239,0.006144597686102577,0.002357064937126291,0.000805443634632641,-0.005367485312928655,-0.00027248939980184517,-0.0011324834615289547,0.004902319232995023
2024-03-28,-0.0025092694878299736,0.0010856995739595143,0.004761968999411148,0.001597375957068481,0.004687602098482252,0.00444793281598993,0.0007612246104092335,0.001647147387523934,0.003739327248245039,0.0013727541236869811,-0.0002792257487010619,0.0009356431892425576,0.00710352958463224,0.006280304140318266,0.0029000809867092913,0.0010415197755846094,-0.0064511775270316655,0.00035936586724845675,-0.0005983291941054792,0.005358782199611334
2024-04-01,-0.0026305328242889336,0.0008362509084452741,0.004480784617104927,0.001696587555631701,0.004182636619578012,0.006435250083678279,-0.0017726974019857567,0.0011490387450631522,0.0036067462920414683,0.0013723157980449097,-0.0009265885210575697,0.0011683529961858674,0.005105813540918524,0.005288364096970361,0.0025469139002380512,0.0005551965781353862,-0.006801529806493167,0.00026628709500128855,-0.0008336332014095948,0.005049935621296342
2024-04-02,-0.0017114176381997303,0.0009384435462379548,0.003023115153504524,0.0002629986924441885,0.003936237758263067,0.007517986564692209,-0.0019254292324635159,-0.001544802373613785,0.0032115668568264088,0.0007004281705014492,9.512215152019942e-05,0.000869544901940128,0.0028041946716140685,0.004711060705148507,0.0018648358837608237,0.00032860028043746325,-0.005674959542834951,-0.0021737091193412385,-0.0003404811657706175,0.006727807654239004
2024-04-03,-4.949798841127895e-05,0.0023886078553929714,0.0028693985706359894,0.00022152060052367252,0.002733605853472998,0.00788942277861764,-0.0021000538334987997,-0.0029668628978242796,0.0025698912066725197,0.0006768644510691368,0.0018369691566984148,0.002230694128162414,0.0021025966083972557,0.0068428022478379535,0.002358360358842915,-0.0009725524456952017,-0.003183225046814919,-0.00109428705115584,-0.0004012860338745483,0.006122941695855244
2024-04-04,-2.0749259485031147e-07,0.0019031738490048688,0.002132561720935977,-0.0006494845916379443,0.003184150561444521,0.006951193415361062,-0.0025732782615207005,-0.005274671153243487,0.00192959636729092,0.00020873472488339707,0.0016507050621028586,0.001994596996984421,-0.0012080067064709986,0.005431429647864067,0.0020532948309783085,-0.0012751432658923644,-0.001210666639704605,-0.0015103343896212817,-0.0011235656397791782,0.0057641263879498195
2024-04-05,0.0002603595971471306,0.0023576699792851375,0.0020934319964923454,8.236332541960989e-05,0.0036804955247483175,0.006471605015765098,-0.0024288123136341324,-0.008400625376346792,0.0028275298081716247,0.0004781615746825174,0.0016349112075253525,0.0020320740857109553,-0.0022212904894110207,0.004706327746031219,0.0018692569727775054,-0.0013950675536942626,-0.00362288924156256,-0.00212464452425678,-0.000163670391670373,0.006172265520810916
2024-04-08,-0.000584648246044045,0.0028057661117493193,0.0026610071925977584,-0.0008503985073391729,0.00318192097372334,0.006858848041031279,-0.0014198961319295989,-0.0070141674243265565,0.0029952099265230904,0.00020921797018480515,0.0014770101918618439,0.0022796396827834964,5.544728339091365e-05,0.005411590555702328,0.002017705620503518,-0.001330254237825229,-0.00024652718137979646,-0.0020615207836508164,-0.000371663202218403,0.005364113242231699
